makat,day_period,East_JLM_lines,service_types,Directness_measurements,Settlements_lines,West_metropolin_lines,InJerusalem_lines,percent_problematic_trips,number_of_complaints,passengersnumber_thousands,socioeco_2019
14296-2-#,1,0,1,0.6,1,0,0,,,0.074,2.0
14296-2-#,3,0,1,0.6,1,0,0,,,0.074,2.0
12195-1-0,2,0,2,0.84,0,1,0,0.0,,0.238,4.94
12195-1-0,1,0,2,0.84,0,1,0,0.0,6.0,0.238,4.94
12195-1-0,3,0,2,0.84,0,1,0,0.0,,0.238,4.94
16118-2-#,2,0,1,0.88,0,1,0,0.0,2.0,0.916,3.35
16118-2-#,1,0,1,0.88,0,1,0,0.0,2.0,0.916,3.35
16118-2-#,3,0,1,0.88,0,1,0,0.0,13.0,0.916,3.35
12195-2-0,2,0,2,0.93,0,1,0,0.0,2.0,0.112,3.83
12195-2-0,1,0,2,0.93,0,1,0,0.0,,0.112,3.83
12195-2-0,3,0,2,0.93,0,1,0,,,0.112,3.83
11189-2-0,2,0,1,0.71,0,1,0,,,3.852,2.32
11189-2-0,1,0,1,0.71,0,1,0,0.78,42.0,3.852,2.32
11189-2-0,3,0,1,0.71,0,1,0,4.17,15.0,3.852,2.32
11189-2-5,2,0,1,0.78,0,1,0,,,0.444,2.28
11189-2-5,1,0,1,0.78,0,1,0,0.0,,0.444,2.28
11189-2-5,3,0,1,0.78,0,1,0,0.0,,0.444,2.28
48083-3-1,2,0,3,0.78,0,0,1,6.82,5.0,1.234,2.0
48083-3-1,1,0,3,0.78,0,0,1,,,1.234,2.0
48083-3-1,3,0,3,0.78,0,0,1,0.0,,1.234,2.0
15031-2-0,2,0,3,0.65,0,0,1,5.0,2.0,17.383,2.0
15031-2-0,1,0,3,0.65,0,0,1,6.18,11.0,17.383,2.0
15031-2-0,3,0,3,0.65,0,0,1,12.2,4.0,17.383,2.0
15031-2-1,2,0,3,0.69,0,0,1,8.57,3.0,1.809,2.0
15031-2-1,1,0,3,0.69,0,0,1,0.0,2.0,1.809,2.0
15031-2-1,3,0,3,0.69,0,0,1,,,1.809,2.0
11517-1-0,2,0,3,0.71,0,0,1,10.53,7.0,6.45,2.0
11517-1-0,1,0,3,0.71,0,0,1,6.25,18.0,6.45,2.0
11517-1-0,3,0,3,0.71,0,0,1,23.44,13.0,6.45,2.0
11517-2-0,2,0,3,0.72,0,0,1,8.89,4.0,6.253,2.0
11517-2-0,1,0,3,0.72,0,0,1,8.15,8.0,6.253,2.0
11517-2-0,3,0,3,0.72,0,0,1,38.16,11.0,6.253,2.0
31077-2-0,2,0,3,0.72,0,0,1,3.64,4.0,16.204,2.0
31077-2-0,1,0,3,0.72,0,0,1,3.11,13.0,16.204,2.0
31077-2-0,3,0,3,0.72,0,0,1,4.0,2.0,16.204,2.0
10822-2-0,2,0,3,0.37,0,0,1,,,0.093,2.0
10822-2-0,1,0,3,0.37,0,0,1,0.0,,0.093,2.0
10822-2-0,3,0,3,0.37,0,0,1,,,0.093,2.0
17246-1-9,2,0,1,0.44,0,1,0,,,0.155,1.0
17246-1-9,1,0,1,0.44,0,1,0,0.0,2.0,0.155,1.0
17246-1-9,3,0,1,0.44,0,1,0,,,0.155,1.0
12295-1-#,2,0,1,0.54,1,0,0,,,0.036,1.0
12295-1-#,1,0,1,0.54,1,0,0,0.0,,0.036,1.0
12295-1-#,3,0,1,0.54,1,0,0,,,0.036,1.0
14296-1-#,2,0,1,0.62,1,0,0,,,0.186,1.0
14296-1-#,1,0,1,0.62,1,0,0,6.67,1.0,0.186,1.0
14296-1-#,3,0,1,0.62,1,0,0,,,0.186,1.0
12291-1-#,2,0,1,0.86,1,0,0,1.82,3.0,3.112,1.02
12291-1-#,1,0,1,0.86,1,0,0,4.84,6.0,3.112,1.02
12291-1-#,3,0,1,0.86,1,0,0,6.06,3.0,3.112,1.02
12067-2-#,2,0,3,0.55,0,0,1,1.61,2.0,27.039,2.0
12067-2-#,1,0,3,0.55,0,0,1,0.0,20.0,27.039,2.0
12067-2-#,3,0,3,0.55,0,0,1,0.0,2.0,27.039,2.0
13068-2-#,2,0,3,0.7,0,0,1,0.0,,21.542,2.0
13068-2-#,1,0,3,0.7,0,0,1,0.0,11.0,21.542,2.0
13068-2-#,3,0,3,0.7,0,0,1,0.0,2.0,21.542,2.0
10904-1-#,2,0,3,0.58,0,0,1,0.0,,0.569,2.0
10904-1-#,1,0,3,0.58,0,0,1,,,0.569,2.0
10904-1-#,3,0,3,0.58,0,0,1,,,0.569,2.0
30030-1-#,2,0,3,0.58,0,0,1,,,0.767,2.0
30030-1-#,1,0,3,0.58,0,0,1,0.0,1.0,0.767,2.0
30030-1-#,3,0,3,0.58,0,0,1,0.0,,0.767,2.0
13052-2-א,2,0,3,0.34,0,0,1,,,7.428,2.0
13052-2-א,1,0,3,0.34,0,0,1,0.0,5.0,7.428,2.0
13052-2-א,3,0,3,0.34,0,0,1,0.0,,7.428,2.0
13054-2-#,2,0,3,0.46,0,0,1,0.0,,10.084,2.0
13054-2-#,1,0,3,0.46,0,0,1,0.0,4.0,10.084,2.0
13054-2-#,3,0,3,0.46,0,0,1,0.0,5.0,10.084,2.0
15014-2-#,2,0,3,0.39,0,0,1,0.0,,6.112,2.0
15014-2-#,1,0,3,0.39,0,0,1,0.0,4.0,6.112,2.0
15014-2-#,3,0,3,0.39,0,0,1,0.0,1.0,6.112,2.0
16028-2-#,2,0,3,0.9,0,0,1,0.0,1.0,3.189,2.0
16028-2-#,1,0,3,0.9,0,0,1,0.0,1.0,3.189,2.0
16028-2-#,3,0,3,0.9,0,0,1,0.0,,3.189,2.0
22066-1-#,2,0,3,0.51,0,0,1,0.0,1.0,4.28,2.0
22066-1-#,1,0,3,0.51,0,0,1,0.0,7.0,4.28,2.0
22066-1-#,3,0,3,0.51,0,0,1,0.0,3.0,4.28,2.0
31044-1-#,2,0,3,0.25,0,0,1,0.0,2.0,4.016,2.0
31044-1-#,1,0,3,0.25,0,0,1,0.0,2.0,4.016,2.0
31044-1-#,3,0,3,0.25,0,0,1,0.0,,4.016,2.0
50087-3-#,2,0,3,0.69,0,0,1,0.0,,4.836,2.0
50087-3-#,1,0,3,0.69,0,0,1,0.0,8.0,4.836,2.0
50087-3-#,3,0,3,0.69,0,0,1,0.0,3.0,4.836,2.0
13036-3-#,2,0,3,0.78,0,0,1,3.9,5.0,39.484,2.0
13036-3-#,1,0,3,0.78,0,0,1,0.0,8.0,39.484,2.0
13036-3-#,3,0,3,0.78,0,0,1,0.0,5.0,39.484,2.0
12035-1-ב,2,0,3,0.41,0,0,1,0.0,1.0,7.251,2.0
12035-1-ב,1,0,3,0.41,0,0,1,0.0,7.0,7.251,2.0
12035-1-ב,3,0,3,0.41,0,0,1,0.0,3.0,7.251,2.0
10107-1-#,2,0,3,0.5,0,0,1,,,0.002,2.0
10107-1-#,1,0,3,0.5,0,0,1,0.0,,0.002,2.0
10107-1-#,3,0,3,0.5,0,0,1,,,0.002,2.0
14040-2-#,2,0,3,0.52,0,0,1,,,0.971,2.0
14040-2-#,1,0,3,0.52,0,0,1,0.0,1.0,0.971,2.0
14040-2-#,3,0,3,0.52,0,0,1,0.0,2.0,0.971,2.0
16020-2-#,2,0,3,0.58,0,0,1,,,1.248,2.0
16020-2-#,1,0,3,0.58,0,0,1,1.05,,1.248,2.0
16020-2-#,3,0,3,0.58,0,0,1,,,1.248,2.0
10150-1-#,2,0,3,0.99,0,1,0,0.0,,0.391,2.12
10150-1-#,1,0,3,0.99,0,1,0,0.0,1.0,0.391,2.12
10150-1-#,3,0,3,0.99,0,1,0,0.0,2.0,0.391,2.12
54084-3-#,2,0,3,0.81,0,0,1,0.0,1.0,0.072,2.0
54084-3-#,1,0,3,0.81,0,0,1,0.0,9.0,0.072,2.0
54084-3-#,3,0,3,0.81,0,0,1,0.0,1.0,0.072,2.0
13064-2-ב,2,0,3,0.74,0,0,1,0.0,1.0,2.182,2.0
13064-2-ב,1,0,3,0.74,0,0,1,0.0,2.0,2.182,2.0
13064-2-ב,3,0,3,0.74,0,0,1,,,2.182,2.0
16020-3-#,2,0,3,0.55,0,0,1,2.08,3.0,15.086,2.0
16020-3-#,1,0,3,0.55,0,0,1,0.0,1.0,15.086,2.0
16020-3-#,3,0,3,0.55,0,0,1,0.0,3.0,15.086,2.0
11801-2-#,2,0,3,0.56,0,0,1,,,0.093,2.0
11801-2-#,1,0,3,0.56,0,0,1,0.0,,0.093,2.0
11801-2-#,3,0,3,0.56,0,0,1,0.0,,0.093,2.0
10803-2-#,2,0,3,0.62,0,0,1,,,0.276,2.0
10803-2-#,1,0,3,0.62,0,0,1,0.0,,0.276,2.0
10803-2-#,3,0,3,0.62,0,0,1,0.0,,0.276,2.0
15026-3-#,2,0,3,0.72,0,0,1,2.94,,0.828,2.0
15026-3-#,1,0,3,0.72,0,0,1,0.0,,0.828,2.0
15026-3-#,3,0,3,0.72,0,0,1,,,0.828,2.0
10902-1-#,2,0,3,0.49,0,0,1,0.0,,0.245,2.0
10902-1-#,1,0,3,0.49,0,0,1,,,0.245,2.0
10902-1-#,3,0,3,0.49,0,0,1,,,0.245,2.0
12900-1-#,2,0,3,0.42,0,0,1,0.0,,0.148,2.0
12900-1-#,1,0,3,0.42,0,0,1,,,0.148,2.0
12900-1-#,3,0,3,0.42,0,0,1,,,0.148,2.0
10760-1-9,2,0,3,0.72,0,0,1,0.0,1.0,0.274,2.0
10760-1-9,1,0,3,0.72,0,0,1,,,0.274,2.0
10760-1-9,3,0,3,0.72,0,0,1,,,0.274,2.0
10762-1-9,2,0,3,0.58,0,0,1,0.0,,0.027,2.0
10762-1-9,1,0,3,0.58,0,0,1,,,0.027,2.0
10762-1-9,3,0,3,0.58,0,0,1,,,0.027,2.0
10763-2-9,2,0,3,0.61,0,0,1,,,0.09,2.0
10763-2-9,1,0,3,0.61,0,0,1,0.0,,0.09,2.0
10763-2-9,3,0,3,0.61,0,0,1,,,0.09,2.0
11971-2-#,2,0,3,0.49,0,0,1,,,0.028,2.0
11971-2-#,1,0,3,0.49,0,0,1,0.0,,0.028,2.0
11971-2-#,3,0,3,0.49,0,0,1,,,0.028,2.0
12890-2-#,2,0,3,1.0,0,0,1,,,0.033,2.0
12890-2-#,1,0,3,1.0,0,0,1,0.0,,0.033,2.0
12890-2-#,3,0,3,1.0,0,0,1,,,0.033,2.0
11972-1-#,2,0,3,0.73,0,0,1,0.0,,0.024,2.0
11972-1-#,1,0,3,0.73,0,0,1,,,0.024,2.0
11972-1-#,3,0,3,0.73,0,0,1,,,0.024,2.0
10780-2-#,2,0,3,0.62,0,0,1,,,0.195,2.0
10780-2-#,1,0,3,0.62,0,0,1,0.0,,0.195,2.0
10780-2-#,3,0,3,0.62,0,0,1,0.0,,0.195,2.0
12237-2-#,2,0,1,0.81,1,0,0,10.0,7.0,2.442,2.87
12237-2-#,1,0,1,0.81,1,0,0,0.0,32.0,2.442,2.87
12237-2-#,3,0,1,0.81,1,0,0,28.57,34.0,2.442,2.87
16118-1-#,2,0,1,0.87,0,1,0,0.0,14.0,1.092,8.82
16118-1-#,1,0,1,0.87,0,1,0,0.0,5.0,1.092,8.82
16118-1-#,3,0,1,0.87,0,1,0,0.0,7.0,1.092,8.82
16180-1-0,2,0,2,0.44,0,1,0,0.0,1.0,0.659,3.93
16180-1-0,1,0,2,0.44,0,1,0,0.0,2.0,0.659,3.93
16180-1-0,3,0,2,0.44,0,1,0,0.0,8.0,0.659,3.93
12188-2-2,2,0,2,0.76,0,1,0,,,0.805,4.3
12188-2-2,1,0,2,0.76,0,1,0,1.72,2.0,0.805,4.3
12188-2-2,3,0,2,0.76,0,1,0,3.12,3.0,0.805,4.3
12630-2-0,2,0,1,0.72,0,1,0,0.0,1.0,0.529,2.31
12630-2-0,1,0,1,0.72,0,1,0,0.0,5.0,0.529,2.31
12630-2-0,3,0,1,0.72,0,1,0,8.33,5.0,0.529,2.31
10756-1-8,2,0,3,0.78,0,0,1,0.0,,0.062,2.0
10756-1-8,1,0,3,0.78,0,0,1,,,0.062,2.0
10756-1-8,3,0,3,0.78,0,0,1,,,0.062,2.0
10757-1-9,2,0,3,0.73,0,0,1,0.0,,0.144,2.0
10757-1-9,1,0,3,0.73,0,0,1,,,0.144,2.0
10757-1-9,3,0,3,0.73,0,0,1,,,0.144,2.0
36086-2-#,2,0,3,0.49,0,0,1,0.0,,10.422,2.0
36086-2-#,1,0,3,0.49,0,0,1,0.0,1.0,10.422,2.0
36086-2-#,3,0,3,0.49,0,0,1,0.0,5.0,10.422,2.0
11541-1-#,2,0,3,0.61,0,0,1,0.0,3.0,4.174,2.0
11541-1-#,1,0,3,0.61,0,0,1,0.0,8.0,4.174,2.0
11541-1-#,3,0,3,0.61,0,0,1,0.0,11.0,4.174,2.0
44081-2-#,2,0,3,0.5,0,0,1,0.0,4.0,11.363,2.0
44081-2-#,1,0,3,0.5,0,0,1,0.0,14.0,11.363,2.0
44081-2-#,3,0,3,0.5,0,0,1,0.0,5.0,11.363,2.0
14246-3-2,2,1,3,0.54,0,0,1,1.52,,3.671,2.0
14246-3-2,1,1,3,0.54,0,0,1,3.07,3.0,3.671,2.0
14246-3-2,3,1,3,0.54,0,0,1,0.0,,3.671,2.0
12276-3-#,2,1,3,0.72,0,0,1,6.25,,2.324,2.0
12276-3-#,1,1,3,0.72,0,0,1,8.57,,2.324,2.0
12276-3-#,3,1,3,0.72,0,0,1,5.56,,2.324,2.0
12205-3-1,2,1,3,0.91,0,0,1,16.67,,2.486,2.0
12205-3-1,1,1,3,0.91,0,0,1,33.33,1.0,2.486,2.0
12205-3-1,3,1,3,0.91,0,0,1,,,2.486,2.0
14236-3-1,2,1,3,0.96,0,0,1,9.41,,13.106,2.0
14236-3-1,1,1,3,0.96,0,0,1,11.59,3.0,13.106,2.0
14236-3-1,3,1,3,0.96,0,0,1,8.91,2.0,13.106,2.0
11206-3-0,2,1,3,0.91,0,0,1,0.0,1.0,7.575,2.0
11206-3-0,1,1,3,0.91,0,0,1,3.48,6.0,7.575,2.0
11206-3-0,3,1,3,0.91,0,0,1,3.64,,7.575,2.0
11207-3-1,2,1,3,0.8,0,0,1,3.23,,3.971,2.0
11207-3-1,1,1,3,0.8,0,0,1,4.35,1.0,3.971,2.0
11207-3-1,3,1,3,0.8,0,0,1,,,3.971,2.0
11232-2-#,2,1,3,0.54,0,0,1,2.27,3.0,4.169,2.04
11232-2-#,1,1,3,0.54,0,0,1,7.5,1.0,4.169,2.04
11232-2-#,3,1,3,0.54,0,0,1,8.33,,4.169,2.04
12231-2-#,2,1,1,0.59,0,0,0,6.06,,3.611,2.03
12231-2-#,1,1,1,0.59,0,0,0,7.14,1.0,3.611,2.03
12231-2-#,3,1,1,0.59,0,0,0,23.53,,3.611,2.03
10234-2-#,2,1,3,1.0,0,0,1,6.14,,13.882,2.03
10234-2-#,1,1,3,1.0,0,0,1,13.06,,13.882,2.03
10234-2-#,3,1,3,1.0,0,0,1,14.47,1.0,13.882,2.03
13204-2-#,2,1,3,0.93,0,0,1,4.17,,1.136,2.0
13204-2-#,1,1,3,0.93,0,0,1,14.29,2.0,1.136,2.0
13204-2-#,3,1,3,0.93,0,0,1,33.33,,1.136,2.0
13204-1-#,2,1,3,0.92,0,0,1,16.67,,0.947,2.0
13204-1-#,1,1,3,0.92,0,0,1,21.43,1.0,0.947,2.0
13204-1-#,3,1,3,0.92,0,0,1,26.67,1.0,0.947,2.0
18074-2-0,2,0,3,0.59,0,0,1,1.67,2.0,29.341,2.0
18074-2-0,1,0,3,0.59,0,0,1,1.89,18.0,29.341,2.0
18074-2-0,3,0,3,0.59,0,0,1,7.58,8.0,29.341,2.0
21078-1-1,2,0,3,0.41,0,0,1,6.67,1.0,2.742,2.0
21078-1-1,1,0,3,0.41,0,0,1,7.89,1.0,2.742,2.0
21078-1-1,3,0,3,0.41,0,0,1,6.25,2.0,2.742,2.0
21078-2-0,2,0,3,0.5,0,0,1,1.39,5.0,12.971,2.0
21078-2-0,1,0,3,0.5,0,0,1,1.3,7.0,12.971,2.0
21078-2-0,3,0,3,0.5,0,0,1,3.66,4.0,12.971,2.0
39092-3-0,2,0,3,0.74,0,0,1,5.0,9.0,13.804,2.0
39092-3-0,1,0,3,0.74,0,0,1,6.44,18.0,13.804,2.0
39092-3-0,3,0,3,0.74,0,0,1,21.21,4.0,13.804,2.0
30062-1-0,2,0,3,0.75,0,0,1,6.25,11.0,1.014,2.0
30062-1-0,1,0,3,0.75,0,0,1,0.0,27.0,1.014,2.0
30062-1-0,3,0,3,0.75,0,0,1,,,1.014,2.0
31077-1-0,2,0,3,0.71,0,0,1,0.0,9.0,12.852,2.0
31077-1-0,1,0,3,0.71,0,0,1,2.59,25.0,12.852,2.0
31077-1-0,3,0,3,0.71,0,0,1,6.0,13.0,12.852,2.0
17071-2-0,2,0,3,0.73,0,0,1,8.86,9.0,34.186,2.03
17071-2-0,1,0,3,0.73,0,0,1,3.9,10.0,34.186,2.03
17071-2-0,3,0,3,0.73,0,0,1,17.07,3.0,34.186,2.03
17072-2-0,2,0,3,0.79,0,0,1,5.06,15.0,36.178,2.03
17072-2-0,1,0,3,0.79,0,0,1,3.03,15.0,36.178,2.03
17072-2-0,3,0,3,0.79,0,0,1,10.98,8.0,36.178,2.03
12292-1-#,2,0,1,0.83,1,0,0,5.45,30.0,5.42,1.01
12292-1-#,1,0,1,0.83,1,0,0,5.51,27.0,5.42,1.01
12292-1-#,3,0,1,0.83,1,0,0,9.09,11.0,5.42,1.01
13290-1-#,2,0,1,0.78,1,0,0,1.59,9.0,5.552,1.0
13290-1-#,1,0,1,0.78,1,0,0,4.97,22.0,5.552,1.0
13290-1-#,3,0,1,0.78,1,0,0,2.04,4.0,5.552,1.0
12241-1-#,2,0,1,0.69,1,0,0,,,0.044,1.0
12241-1-#,1,0,1,0.69,1,0,0,0.0,,0.044,1.0
12241-1-#,3,0,1,0.69,1,0,0,,,0.044,1.0
12242-1-#,2,0,1,0.71,1,0,0,,,0.1,1.0
12242-1-#,1,0,1,0.71,1,0,0,0.0,3.0,0.1,1.0
12242-1-#,3,0,1,0.71,1,0,0,,,0.1,1.0
12292-1-3,2,0,1,0.83,1,0,0,,,0.107,1.0
12292-1-3,1,0,1,0.83,1,0,0,20.0,1.0,0.107,1.0
12292-1-3,3,0,1,0.83,1,0,0,,,0.107,1.0
12294-1-1,2,0,1,0.99,1,0,0,,,0.007,1.56
12294-1-1,1,0,1,0.99,1,0,0,100.0,1.0,0.007,1.56
12294-1-1,3,0,1,0.99,1,0,0,,,0.007,1.56
13290-1-1,2,0,1,0.92,1,0,0,,,0.022,1.22
13290-1-1,1,0,1,0.92,1,0,0,0.0,,0.022,1.22
13290-1-1,3,0,1,0.92,1,0,0,,,0.022,1.22
12192-2-0,2,0,2,0.66,1,0,0,0.0,6.0,0.953,7.87
12192-2-0,1,0,2,0.66,1,0,0,4.0,8.0,0.953,7.87
12192-2-0,3,0,2,0.66,1,0,0,0.0,4.0,0.953,7.87
11185-2-0,2,0,2,0.95,0,1,0,0.0,4.0,1.208,4.49
11185-2-0,1,0,2,0.95,0,1,0,1.92,7.0,1.208,4.49
11185-2-0,3,0,2,0.95,0,1,0,0.0,1.0,1.208,4.49
11617-2-1,2,0,1,0.93,0,1,0,0.0,20.0,0.337,2.23
11617-2-1,1,0,1,0.93,0,1,0,16.67,6.0,0.337,2.23
11617-2-1,3,0,1,0.93,0,1,0,,,0.337,2.23
11186-2-0,2,0,2,0.84,0,1,0,0.0,2.0,0.193,7.09
11186-2-0,1,0,2,0.84,0,1,0,0.0,2.0,0.193,7.09
11186-2-0,3,0,2,0.84,0,1,0,,,0.193,7.09
12188-1-0,2,0,2,0.77,0,1,0,0.0,2.0,1.294,5.74
12188-1-0,1,0,2,0.77,0,1,0,0.88,2.0,1.294,5.74
12188-1-0,3,0,2,0.77,0,1,0,0.0,1.0,1.294,5.74
36086-1-#,2,0,3,0.5,0,0,1,0.0,2.0,10.391,2.0
36086-1-#,1,0,3,0.5,0,0,1,0.0,4.0,10.391,2.0
36086-1-#,3,0,3,0.5,0,0,1,0.0,4.0,10.391,2.0
13045-2-#,2,0,3,0.65,0,0,1,0.0,4.0,10.744,2.0
13045-2-#,1,0,3,0.65,0,0,1,0.0,5.0,10.744,2.0
13045-2-#,3,0,3,0.65,0,0,1,2.5,9.0,10.744,2.0
13273-3-1,2,1,3,0.89,0,0,1,0.0,1.0,24.449,2.0
13273-3-1,1,1,3,0.89,0,0,1,0.56,2.0,24.449,2.0
13273-3-1,3,1,3,0.89,0,0,1,1.05,1.0,24.449,2.0
10254-2-#,2,1,2,0.83,0,0,1,5.26,2.0,2.035,2.0
10254-2-#,1,1,2,0.83,0,0,1,0.0,,2.035,2.0
10254-2-#,3,1,2,0.83,0,0,1,,,2.035,2.0
13263-2-#,2,1,2,0.35,0,0,0,0.0,,6.523,2.0
13263-2-#,1,1,2,0.35,0,0,0,7.2,1.0,6.523,2.0
13263-2-#,3,1,2,0.35,0,0,0,3.08,,6.523,2.0
11232-1-#,2,1,3,0.51,0,0,1,0.0,2.0,3.258,2.0
11232-1-#,1,1,3,0.51,0,0,1,6.56,,3.258,2.0
11232-1-#,3,1,3,0.51,0,0,1,6.25,,3.258,2.0
12294-2-#,2,0,1,0.89,1,0,0,0.0,1.0,2.109,1.97
12294-2-#,1,0,1,0.89,1,0,0,2.59,25.0,2.109,1.97
12294-2-#,3,0,1,0.89,1,0,0,9.38,1.0,2.109,1.97
13245-2-#,2,0,1,0.69,1,0,0,0.0,6.0,3.11,1.99
13245-2-#,1,0,1,0.69,1,0,0,3.12,17.0,3.11,1.99
13245-2-#,3,0,1,0.69,1,0,0,13.51,10.0,3.11,1.99
13290-2-#,2,0,1,0.77,1,0,0,0.0,,4.405,1.98
13290-2-#,1,0,1,0.77,1,0,0,1.19,29.0,4.405,1.98
13290-2-#,3,0,1,0.77,1,0,0,8.16,9.0,4.405,1.98
12244-1-#,2,0,1,0.72,1,0,0,,,0.042,1.0
12244-1-#,1,0,1,0.72,1,0,0,0.0,,0.042,1.0
12244-1-#,3,0,1,0.72,1,0,0,,,0.042,1.0
12291-1-1,2,0,1,0.94,1,0,0,,,0.006,1.28
12291-1-1,1,0,1,0.94,1,0,0,50.0,,0.006,1.28
12291-1-1,3,0,1,0.94,1,0,0,,,0.006,1.28
14226-1-7,2,0,1,0.75,1,0,0,,,0.018,1.13
14226-1-7,1,0,1,0.75,1,0,0,100.0,,0.018,1.13
14226-1-7,3,0,1,0.75,1,0,0,,,0.018,1.13
12295-2-#,2,0,1,0.55,1,0,0,,,0.009,1.35
12295-2-#,1,0,1,0.55,1,0,0,0.0,1.0,0.009,1.35
12295-2-#,3,0,1,0.55,1,0,0,,,0.009,1.35
16222-2-#,2,0,1,0.68,1,0,0,,,0.076,1.95
16222-2-#,1,0,1,0.68,1,0,0,0.0,1.0,0.076,1.95
16222-2-#,3,0,1,0.68,1,0,0,0.0,,0.076,1.95
12293-1-9,2,0,1,0.54,0,1,0,,,0.044,1.03
12293-1-9,1,0,1,0.54,0,1,0,0.0,1.0,0.044,1.03
12293-1-9,3,0,1,0.54,0,1,0,,,0.044,1.03
12294-1-9,2,0,1,0.57,0,1,0,,,0.03,1.0
12294-1-9,1,0,1,0.57,0,1,0,0.0,1.0,0.03,1.0
12294-1-9,3,0,1,0.57,0,1,0,,,0.03,1.0
11224-2-#,2,0,1,0.7,1,0,0,,,0.041,1.92
11224-2-#,1,0,1,0.7,1,0,0,0.0,1.0,0.041,1.92
11224-2-#,3,0,1,0.7,1,0,0,,,0.041,1.92
11225-2-#,2,0,1,0.67,1,0,0,0.0,3.0,3.327,1.99
11225-2-#,1,0,1,0.67,1,0,0,1.56,31.0,3.327,1.99
11225-2-#,3,0,1,0.67,1,0,0,5.41,14.0,3.327,1.99
12293-1-#,2,0,1,0.85,1,0,0,1.82,15.0,4.621,1.01
12293-1-#,1,0,1,0.85,1,0,0,10.48,17.0,4.621,1.01
12293-1-#,3,0,1,0.85,1,0,0,9.09,9.0,4.621,1.01
12293-2-#,2,0,1,0.83,1,0,0,0.0,,4.679,1.99
12293-2-#,1,0,1,0.83,1,0,0,3.12,37.0,4.679,1.99
12293-2-#,3,0,1,0.83,1,0,0,2.04,5.0,4.679,1.99
14226-1-#,2,0,1,0.65,1,0,0,5.26,23.0,3.819,1.01
14226-1-#,1,0,1,0.65,1,0,0,6.4,15.0,3.819,1.01
14226-1-#,3,0,1,0.65,1,0,0,0.0,3.0,3.819,1.01
12192-1-0,2,0,2,0.66,1,0,0,0.0,,0.844,5.27
12192-1-0,1,0,2,0.66,1,0,0,0.0,1.0,0.844,5.27
12192-1-0,3,0,2,0.66,1,0,0,0.0,18.0,0.844,5.27
16239-1-#,2,0,1,0.71,1,0,0,5.0,19.0,0.646,1.01
16239-1-#,1,0,1,0.71,1,0,0,17.65,7.0,0.646,1.01
16239-1-#,3,0,1,0.71,1,0,0,0.0,6.0,0.646,1.01
10758-2-9,2,0,3,0.5,0,0,1,,,0.103,2.0
10758-2-9,1,0,3,0.5,0,0,1,0.0,,0.103,2.0
10758-2-9,3,0,3,0.5,0,0,1,,,0.103,2.0
11843-1-8,2,0,3,0.7,0,0,1,0.0,,0.261,2.0
11843-1-8,1,0,3,0.7,0,0,1,,,0.261,2.0
11843-1-8,3,0,3,0.7,0,0,1,,,0.261,2.0
11843-1-9,2,0,3,0.84,0,0,1,0.0,,0.038,2.0
11843-1-9,1,0,3,0.84,0,0,1,,,0.038,2.0
11843-1-9,3,0,3,0.84,0,0,1,,,0.038,2.0
13218-3-1,2,1,1,0.93,0,0,0,0.0,5.0,32.226,2.15
13218-3-1,1,1,1,0.93,0,0,0,3.41,8.0,32.226,2.15
13218-3-1,3,1,1,0.93,0,0,0,4.55,14.0,32.226,2.15
12226-1-2,2,1,3,0.51,0,0,1,0.0,1.0,4.043,2.0
12226-1-2,1,1,3,0.51,0,0,1,4.3,2.0,4.043,2.0
12226-1-2,3,1,3,0.51,0,0,1,0.0,,4.043,2.0
13263-1-#,2,1,2,0.35,0,0,0,4.0,,8.112,2.0
13263-1-#,1,1,2,0.35,0,0,0,3.33,9.0,8.112,2.0
13263-1-#,3,1,2,0.35,0,0,0,1.54,1.0,8.112,2.0
14203-2-#,2,1,3,0.69,0,0,1,11.11,,5.314,2.0
14203-2-#,1,1,3,0.69,0,0,1,14.29,,5.314,2.0
14203-2-#,3,1,3,0.69,0,0,1,34.29,1.0,5.314,2.0
11189-1-0,2,0,1,0.76,0,1,0,0.0,11.0,7.068,2.57
11189-1-0,1,0,1,0.76,0,1,0,1.6,58.0,7.068,2.57
11189-1-0,3,0,1,0.76,0,1,0,7.81,49.0,7.068,2.57
11189-1-5,2,0,1,0.75,0,1,0,,,0.419,3.2
11189-1-5,1,0,1,0.75,0,1,0,0.0,14.0,0.419,3.2
11189-1-5,3,0,1,0.75,0,1,0,0.0,7.0,0.419,3.2
11618-2-1,2,0,1,0.93,0,1,0,0.0,6.0,0.293,2.26
11618-2-1,1,0,1,0.93,0,1,0,33.33,4.0,0.293,2.26
11618-2-1,3,0,1,0.93,0,1,0,,,0.293,2.26
13387-1-0,2,0,1,0.59,1,0,0,,,0.031,2.66
13387-1-0,1,0,1,0.59,1,0,0,0.0,,0.031,2.66
13387-1-0,3,0,1,0.59,1,0,0,,,0.031,2.66
47091-2-0,2,0,3,0.44,0,0,1,5.26,13.0,11.426,2.0
47091-2-0,1,0,3,0.44,0,0,1,4.68,11.0,11.426,2.0
47091-2-0,3,0,3,0.44,0,0,1,31.71,20.0,11.426,2.0
15504-3-0,2,0,3,0.69,0,0,1,2.9,19.0,18.356,2.0
15504-3-0,1,0,3,0.69,0,0,1,3.99,27.0,18.356,2.0
