,OBJECTID,Shape,shape_id,route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_type_text,whole_route_length_km,jlm_route_length_km,percent_inside_jlm,Shape_Length,routeid,Direction,Alternative
392,393,"(35.21969248243509, 31.78347499408231)",138553,13435,3,1,תחנה תפעולית/ביטוח לאומי-ירושלים<->בנייני האומה/שדרות שז''ר-ירושלים-3#,34001-3-#,3,,Bus,13.079999923706055,13.079999923706055,1.0,0.1307597422299447,34001,3,#
393,394,"(35.21053269483277, 31.754855259803257)",138561,12420,3,30א,מסוף גילה/המרגלית-ירושלים<->מסוף הר הצופים/מרטין בובר-ירושלים-2#,30030-2-#,3,,Bus,20.68000030517578,20.68000030517578,1.0,0.20677032561148664,30030,2,#
394,395,"(35.19601343882791, 31.736085053761684)",138562,12421,3,30,מסוף גילה/המרגלית-ירושלים<->מסוף גילה/המרגלית-ירושלים-3#,30030-3-#,3,,Bus,24.299999237060547,24.299999237060547,1.0,0.24295164211515333,30030,3,#
395,396,"(35.20206418116199, 31.806237483580897)",138637,5996,38,742,שרי ישראל/יפו-ירושלים<->ולנשטיין/קהילת אונגוואר-ירושלים-1#,10742-1-#,3,FF9933,Bus,11.229999542236328,11.119999885559082,0.9902048110961914,0.11229690175216503,10742,1,#
396,397,"(35.19404950688411, 31.77974945880491)",138642,31814,16,750,הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים<->נזר דוד/מרץ-ירושלים-20,10750-2-0,3,FF9933,Bus,11.670000076293945,11.670000076293945,1.0,0.11671385727690431,10750,2,0
397,398,"(35.202203688472956, 31.761275736859098)",138643,34111,16,749,ברל לוקר/ארסט-ירושלים<->שדרות יצחק בן צבי/בצלאל-ירושלים-10,10749-1-0,3,FF9933,Bus,9.15999984741211,9.15999984741211,1.0,0.09156804732391105,10749,1,0
398,399,"(35.16983932764777, 31.735792642377355)",138879,10560,18,224,רוז'ין/ הטוב והמטיב-ביתר עילית<->מעגלי הרי''ם לוין/האדמורים מגור-ירושלים-1#,11224-1-#,3,,Bus,27.209999084472656,14.149999618530273,0.5200294256210327,0.27207322017791813,11224,1,#
399,400,"(35.172462698307406, 31.750550588694548)",138880,10556,18,221,רוז'ין/ הטוב והמטיב-ביתר עילית<->שיבת ציון/טללים-ירושלים-1#,13221-1-#,3,,Bus,32.310001373291016,19.139999389648438,0.5923861861228943,0.3230801290436315,13221,1,#
400,401,"(35.173815593220986, 31.74315865551819)",138881,10558,18,222,רוז'ין/ הטוב והמטיב-ביתר עילית<->אגרות משה/חזון אי''ש-ירושלים-1#,16222-1-#,3,,Bus,29.670000076293945,16.6200008392334,0.560161828994751,0.2966998274994228,16222,1,#
401,402,"(35.16729336207244, 31.75889480787224)",138919,15743,18,237,קדושת לוי/שלום רב-ביתר עילית<->האתרוג/קרלין-גבעת זאב-1#,12237-1-#,3,,Bus,36.09000015258789,14.59000015258789,0.4042671024799347,0.36093707777043327,12237,1,#
402,403,"(35.173248524988765, 31.752989208139084)",138928,10571,18,241,קדושת לוי/שלום רב-ביתר עילית<->שיבת ציון/טללים-ירושלים-1#,12241-1-#,3,,Bus,31.510000228881836,19.139999389648438,0.6074261665344238,0.31507423712754157,12241,1,#
403,404,"(35.1727184505308, 31.752547905711644)",138929,10572,18,241,שיבת ציון/טללים-ירושלים<->קדושת לוי/אוהל שרה-ביתר עילית-2#,12241-2-#,3,,Bus,31.239999771118164,18.799999237060547,0.601792573928833,0.31242949830000194,12241,2,#
404,405,"(35.174710744939624, 31.74561512257782)",138930,10573,18,242,קדושת לוי/שלום רב-ביתר עילית<->אגרות משה/חזון אי''ש-ירושלים-1#,12242-1-#,3,,Bus,28.8700008392334,16.6200008392334,0.575684130191803,0.28869393558333284,12242,1,#
405,406,"(35.17531479204289, 31.747112859460618)",138931,10574,18,242,אגרות משה/חזון איש-ירושלים<->קדושת לוי/אוהל שרה-ביתר עילית-2#,12242-2-#,3,,Bus,29.59000015258789,17.309999465942383,0.584994912147522,0.29587104237176604,12242,2,#
406,407,"(35.17069740926541, 31.738254876695812)",138932,10575,18,244,קדושת לוי/שלום רב-ביתר עילית<->מעגלי הרי''ם לוין/האדמורים מגור-ירושלים-1#,12244-1-#,3,,Bus,26.40999984741211,14.149999618530273,0.5357818603515625,0.2640673282618279,12244,1,#
407,408,"(35.165565334873605, 31.73581153727787)",138934,10581,18,245,קדושת לוי/שלום רב-ביתר עילית<->כפר שאול/קצנלבוגן-ירושלים-1#,13245-1-#,3,,Bus,27.940000534057617,15.680000305175781,0.5612025856971741,0.27935523022650266,13245,1,#
408,409,"(35.135087766452415, 31.747762995186566)",138935,29646,18,245,קדושת לוי/שלום רב-ביתר עילית<->כפר שאול/קצנלבוגן-ירושלים-19,13245-1-9,3,,Bus,42.650001525878906,18.75,0.4396248459815979,0.4265182949507513,13245,1,9
409,410,"(35.18044753039624, 31.75640819991795)",138941,16474,18,279,קדושת לוי/שלום רב-ביתר עילית<->וינוגרד/זווין-ירושלים-1#,18279-1-#,3,,Bus,35.470001220703125,20.360000610351562,0.574006199836731,0.35467892035576487,18279,1,#
410,411,"(35.238718198312654, 31.844305804912548)",138969,28556,4,345,גשר המיתרים/שד' הרצל-ירושלים<->מסוף תל ציון-כוכב יעקב-1#,12345-1-#,3,,Bus,25.489999771118164,10.130000114440918,0.3974107503890991,0.25491534143749556,12345,1,#
411,412,"(35.238987241391854, 31.8450265150952)",138970,28557,4,345,מסוף תל ציון-כוכב יעקב<->בנייני האומה/שדרות שז''ר-ירושלים-2#,12345-2-#,3,,Bus,25.219999313354492,9.5600004196167,0.37906426191329956,0.25215954036490046,12345,2,#
412,413,"(35.24800222838911, 31.85135901933854)",138971,28031,4,144,גבעת התחמושת/שרגאי-ירושלים<->שכונת קרוואנים-כוכב יעקב-1#,14144-1-#,3,,Bus,22.5,6.619999885559082,0.2942222058773041,0.22502868945965018,14144,1,#
413,414,"(35.180737209913204, 31.756829432354305)",138973,16475,18,279,הרב ש''י זווין/הרב וינוגרד-ירושלים<->הר''ן/קדושת לוי-ביתר עילית-2#,18279-2-#,3,,Bus,35.11000061035156,20.020000457763672,0.5702078938484192,0.35113251357786796,18279,2,#
414,415,"(35.16519081879665, 31.728886049524956)",138974,10583,18,290,האדמו''ר מרוז'ין/רבי עקיבא-ביתר עילית<->הרטום/שדרות גולדה מאיר-ירושלים-1#,13290-1-#,3,,Bus,24.959999084472656,11.619999885559082,0.4655448794364929,0.2496340654401259,13290,1,#
415,416,"(35.16920545847205, 31.731531772347363)",138975,16359,18,290,בית ספר משמרת מאיר-ביתר עילית<->הרטום/שדרות גולדה מאיר-ירושלים-11,13290-1-1,3,,Bus,23.049999237060547,11.619999885559082,0.5041214823722839,0.2304703051743547,13290,1,1
416,417,"(35.13222351529842, 31.744216883151758)",138976,29642,18,290,האדמו''ר מרוז'ין/רבי עקיבא-ביתר עילית<->הרטום/שדרות גולדה מאיר-ירושלים-19,13290-1-9,3,,Bus,39.380001068115234,14.390000343322754,0.3654139041900635,0.3937647975614583,13290,1,9
417,418,"(35.13256325705079, 31.744742167859695)",138978,29643,18,291,דרך הרמז/סדיגורא-ביתר עילית<->הרטום/שדרות גולדה מאיר-ירושלים-19,12291-1-9,3,,Bus,38.93000030517578,14.390000343322754,0.3696378171443939,0.38927885487775504,12291,1,9
418,419,"(35.21036423425477, 31.79433782562475)",138998,19161,3,903,בי''ס בית יעקב/עזרת תורה-ירושלים<->שרי ישראל/תורה מציון-ירושלים-2#,10903-2-#,3,FF9933,Bus,2.609999895095825,2.609999895095825,1.0,0.02606975864858286,10903,2,#
419,420,"(35.20694675960856, 31.79434078113592)",138999,19153,3,905,בי''ס בית יעקב/עזרת תורה-ירושלים<->שרי ישראל/תורה מציון-ירושלים-2#,10905-2-#,3,FF9933,Bus,5.210000038146973,5.210000038146973,1.0,0.05208925282257839,10905,2,#
420,421,"(35.21334661183483, 31.795131020806206)",139000,19156,3,970,ירמיהו/מנחת יצחק-ירושלים<->תכלת מרדכי/ארגמן-ירושלים-2#,11970-2-#,3,FF9933,Bus,5.599999904632568,5.599999904632568,1.0,0.05603938079276972,11970,2,#
421,422,"(35.18652162559765, 31.766091369179154)",139001,12380,3,35,תחנה תפעולית/חניון מלחה-ירושלים<->חניון הלאום-ירושלים-1ב,12035-1-ב,3,,Bus,12.010000228881836,12.010000228881836,1.0,0.12014905678098084,12035,1,ב
422,423,"(35.205526512577414, 31.7796735922586)",139004,11108,3,9,תחנה תפעולית/חניון מלחה-ירושלים<->בנייני האומה/הנשיא השישי-ירושלים-2ד,14009-2-ד,3,,Bus,19.309999465942383,19.309999465942383,1.0,0.19306559507513904,14009,2,ד
423,424,"(35.20852339859591, 31.765367742780693)",139008,10799,3,18,תחנה תפעולית/חניון מלחה-ירושלים<->בנייני האומה/הנשיא השישי-ירושלים-2#,18018-2-#,3,,Bus,11.770000457763672,11.770000457763672,1.0,0.11766760568593848,18018,2,#
424,425,"(35.19538217289791, 31.76673139778736)",139009,27691,3,6,תחנה תפעולית/חניון מלחה-ירושלים<->מסוף אגד/בנבנישתי-ירושלים-3#,46006-3-#,3,,Bus,14.319999694824219,14.319999694824219,1.0,0.14322323736233322,46006,3,#
425,426,"(35.163951068204796, 31.7305505274667)",139068,10587,18,292,יביע אומר/שבט הלוי-ביתר עילית<->הרטום/שדרות גולדה מאיר-ירושלים-1#,12292-1-#,3,,Bus,25.059999465942383,11.619999885559082,0.46368715167045593,0.250628873364989,12292,1,#
426,427,"(35.170264855812725, 31.733689192487695)",139069,16361,18,292,קדושת לוי/המהרי''ץ-ביתר עילית<->הרטום/שדרות גולדה מאיר-ירושלים-11,12292-1-1,3,,Bus,22.290000915527344,11.619999885559082,0.5213099718093872,0.22291078303225012,12292,1,1
427,428,"(35.166968968148076, 31.73198316715172)",139070,29194,18,292,קדושת לוי/הר''ן-ביתר עילית<->הרטום/שדרות גולדה מאיר-ירושלים-13,12292-1-3,3,,Bus,23.6299991607666,11.619999885559082,0.49174779653549194,0.23627579678851027,12292,1,3
428,429,"(35.13186880162462, 31.745453264094554)",139071,20321,18,292,יביע אומר/שבט הלוי-ביתר עילית<->הרטום/שדרות גולדה מאיר-ירושלים-19,12292-1-9,3,,Bus,39.70000076293945,14.609999656677246,0.3680100739002228,0.39703417465732294,12292,1,9
429,430,"(35.16415829021707, 31.73098431694842)",139072,10588,18,292,חניון הרטום-ירושלים<->יביע אומר/האדמו''ר מלעלוב-ביתר עילית-2#,12292-2-#,3,,Bus,25.079999923706055,11.720000267028809,0.46730464696884155,0.2507638894554771,12292,2,#
430,431,"(35.17282064100668, 31.735091234912485)",139075,16363,18,293,דרכי איש/הרב ברוק-ביתר עילית<->הרטום/שדרות גולדה מאיר-ירושלים-11,12293-1-1,3,,Bus,21.520000457763672,11.619999885559082,0.5399628281593323,0.21515277880105135,12293,1,1
431,432,"(35.1313906493344, 31.745970240096046)",139077,29644,18,293,הרב שך/קדושת לוי-ביתר עילית<->הרטום/שדרות גולדה מאיר-ירושלים-19,12293-1-9,3,,Bus,38.560001373291016,14.390000343322754,0.3731846511363983,0.385643607823686,12293,1,9
432,433,"(35.16509040547359, 31.730375073062298)",139085,10591,18,294,אבא שאול/אדמורי ויזניץ-ביתר עילית<->הרטום/שדרות גולדה מאיר-ירושלים-1#,12294-1-#,3,,Bus,24.420000076293945,11.619999885559082,0.4758394658565521,0.24420105460009214,12294,1,#
433,434,"(35.131705570922676, 31.745372282699186)",139086,29645,18,294,אבא שאול/אדמורי ויזניץ-ביתר עילית<->הרטום/שדרות גולדה מאיר-ירושלים-19,12294-1-9,3,,Bus,38.84000015258789,14.390000343322754,0.3704943358898163,0.3883655707740415,12294,1,9
434,435,"(35.16481755638244, 31.730568986901336)",139087,10592,18,294,חניון הרטום-ירושלים<->אדמורי ויזניץ/אבא שאול-ביתר עילית-2#,12294-2-#,3,,Bus,24.6299991607666,11.720000267028809,0.47584250569343567,0.24634649613665138,12294,2,#
435,436,"(35.249404761662845, 31.835479950204796)",139089,28381,4,472,מסוף שער בנימין/איסוף-מטה בנימין<->בנייני האומה/שז''ר-ירושלים-2#,13472-2-#,3,,Bus,25.43000030517578,10.140000343322754,0.3987416625022888,0.2543368517809028,13472,2,#
436,437,"(35.155988120119986, 31.727945114080114)",139090,10593,18,295,קדושת לוי/שלום רב-ביתר עילית<->כפר שאול/קצנלבוגן-ירושלים-1#,12295-1-#,3,,Bus,34.779998779296875,15.680000305175781,0.45083382725715637,0.3477871012027146,12295,1,#
437,438,"(35.173777199403574, 31.840254270901447)",139091,10890,4,135,מזכירות בית חורון/דרך יהודה המכבי-בית חורון<->בנייני האומה/שז''ר-ירושלים-2#,11135-2-#,3,,Bus,21.469999313354492,6.510000228881836,0.30321380496025085,0.2146875603471128,11135,2,#
438,439,"(35.15605275885022, 31.723853096328842)",139093,10602,18,296,קדושת לוי/שלום רב-ביתר עילית<->הרטום/שדרות גולדה מאיר-ירושלים-1#,14296-1-#,3,,Bus,31.31999969482422,12.229999542236328,0.39048531651496887,0.3132455670535295,14296,1,#
439,440,"(35.17262101980972, 31.733708200192616)",139172,16360,18,291,זוועהיל א-ביתר עילית<->הרטום/שדרות גולדה מאיר-ירושלים-11,12291-1-1,3,,Bus,21.959999084472656,11.619999885559082,0.5291439294815063,0.21960279924191803,12291,1,1
440,441,"(35.12521256143768, 31.86433950402826)",139317,9663,18,314,כפר שאול/קצנלבוגן-ירושלים<->משך חוכמה ז-מודיעין עילית-20,10314-2-0,3,,Bus,46.41999816894531,12.229999542236328,0.2634640336036682,0.464176261102613,10314,2,0
441,442,"(35.12754120287086, 31.862352617316485)",139336,9675,18,324,כפר שאול/קצנלבוגן-ירושלים<->אור החיים ט-מודיעין עילית-20,10324-2-0,3,,Bus,45.16999816894531,12.229999542236328,0.27075493335723877,0.45165456193418047,10324,2,0
442,443,"(35.17851209273021, 31.763183241206864)",139341,34110,16,735,אריה דולצ'ין/יעקב צור-ירושלים<->קמפוס ספרא/מסוף הכניסה לאוניברסיטה-ירושלים-10,10735-1-0,3,FF9933,Bus,11.760000228881836,11.760000228881836,1.0,0.11756527578224012,10735,1,0
443,444,"(35.23852670765915, 31.776342701271147)",139342,30786,16,746,מעלה הזיתים-ירושלים<->הכותל המערבי-ירושלים-10,10746-1-0,3,FF9933,Bus,2.0399999618530273,2.0399999618530273,1.0,0.02043951142998661,10746,1,0
444,445,"(35.19330434086263, 31.778550844182114)",139343,31813,16,750,הפסגה/שד' הרצל-ירושלים<->הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים-10,10750-1-0,3,FF9933,Bus,9.6899995803833,9.6899995803833,1.0,0.09688988062647773,10750,1,0
445,446,"(35.19539286788878, 31.780727940424626)",139344,31815,16,804,הפסגה/שד' הרצל-ירושלים<->שמגר/ירמיהו-ירושלים-10,10804-1-0,3,FF9933,Bus,11.020000457763672,11.020000457763672,1.0,0.1102092999839135,10804,1,0
446,447,"(35.1950472420555, 31.778550050729535)",139345,31816,16,804,שפע חיים/דורש טוב-ירושלים<->בית וגן/שדרות הרצל-ירושלים-20,10804-2-0,3,FF9933,Bus,9.40999984741211,9.40999984741211,1.0,0.09405139646123176,10804,2,0
447,448,"(35.1806330952192, 31.781242150812762)",139346,31817,16,822,כפר שאול/קצנלבוגן-ירושלים<->בית וגן/עוזיאל-ירושלים-10,10822-1-0,3,FF9933,Bus,10.390000343322754,10.390000343322754,1.0,0.10391578597642828,10822,1,0
448,449,"(35.181021654574, 31.781024041256327)",139347,31818,16,822,הפסגה/שד' הרצל-ירושלים<->קצנלבוגן/הפלאה-ירושלים-20,10822-2-0,3,FF9933,Bus,10.100000381469727,10.100000381469727,1.0,0.10103651192187377,10822,2,0
449,450,"(35.2005189513842, 31.787358357173517)",139351,31821,16,824,מעגלי הרי''ם לוין/מבוא פתיה-ירושלים<->בית וגן/עוזיאל-ירושלים-10,11824-1-0,3,FF9933,Bus,11.430000305175781,11.430000305175781,1.0,0.114335724702329,11824,1,0
450,451,"(35.21723216949495, 31.805352615619015)",139352,31823,16,825,הרב ש''י זווין/הרב וינוגרד-ירושלים<->בית וגן/עוזיאל-ירושלים-10,11825-1-0,3,FF9933,Bus,17.860000610351562,17.459999084472656,0.9776034951210022,0.17859626846525148,11825,1,0
451,452,"(35.19258678202319, 31.788729796749607)",139354,31826,16,844,שדרות גולדה מאיר/יצחק מירסקי-ירושלים<->נזר דוד/מרץ-ירושלים-20,11844-2-0,3,FF9933,Bus,14.460000038146973,14.350000381469727,0.9923928380012512,0.14461340108710025,11844,2,0
452,453,"(35.23223614796507, 31.774684116636184)",139368,29621,16,83,מעלה הזיתים-ירושלים<->מעלה הזיתים-ירושלים-30,48083-3-0,3,,Bus,8.819999694824219,8.819999694824219,1.0,0.08820116479592054,48083,3,0
453,454,"(35.232284398433535, 31.774697154234172)",139369,29622,16,83א,מעלה הזיתים-ירושלים<->מעלה הזיתים-ירושלים-31,48083-3-1,3,,Bus,9.069999694824219,9.069999694824219,1.0,0.09065104602263915,48083,3,1
454,455,"(35.22802356350548, 31.775002405803942)",139370,23484,16,2,ממילא/קריב-ירושלים<->ככר צהל/יפו-ירושלים-30,92002-3-0,3,,Bus,4.829999923706055,4.829999923706055,1.0,0.04829454189602809,92002,3,0
455,456,"(35.12678194433841, 31.863578653851516)",139393,9687,18,334,כפר שאול/קצנלבוגן-ירושלים<->שדרות אביי ורבא/רבי טרפון-מודיעין עילית-20,13334-2-0,3,,Bus,45.52000045776367,12.229999542236328,0.2686730921268463,0.4552257477842023,13334,2,0
456,457,"(35.123655687018235, 31.865301499483156)",139411,9699,18,344,כפר שאול/קצנלבוגן-ירושלים<->רמב''ן/שדרות בית שמאי-מודיעין עילית-20,10344-2-0,3,,Bus,47.61000061035156,12.229999542236328,0.2568787932395935,0.47611288855651773,10344,2,0
457,458,"(35.14848815428161, 31.799352862524515)",139627,26424,34,189,מרכז לגיל הרך/הרב א.גורדון-קרית יערים<->צומת רמות/גולדה-ירושלים-21,11189-2-1,3,,Bus,21.209999084472656,8.90999984741211,0.4200848639011383,0.2120633127855613,11189,2,1
458,459,"(35.154242637302495, 31.797083347219736)",139628,15517,34,188,היכל המשפט/אבא אבן-ירושלים<->עין ראפה א-עין ראפה-10,12188-1-0,3,,Bus,14.600000381469727,5.329999923706055,0.3650684654712677,0.14597939887596542,12188,1,0
459,460,"(35.15631497551639, 31.796736839773228)",139629,15518,34,188,נבעה/אלוואד-עין נקובא<->בנייני האומה/שז''ר-ירושלים-20,12188-2-0,3,,Bus,11.170000076293945,4.869999885559082,0.43598923087120056,0.11171262097207142,12188,2,0
460,461,"(35.1549503269658, 31.797428938766085)",139630,8536,34,188,נבעה/אלוואד-עין נקובא<->בנייני האומה/שז''ר-ירושלים-22,12188-2-2,3,,Bus,13.430000305175781,4.869999885559082,0.3626209795475006,0.13427953030444895,12188,2,2
461,462,"(35.09863250494753, 31.804718156682437)",139829,21925,3,430,ביטוח לאומי-ירושלים<->צומת חטיבה שבע-מטה יהודה-1#,13430-1-#,3,,Bus,28.299999237060547,7.559999942779541,0.2671378254890442,0.28302713921709377,13430,1,#
462,463,"(35.1750023814696, 31.79793265941869)",139938,5880,4,104,שדרות החוצבים/מצפה הבירה-מבשרת ציון<->חטיבת ירושלים/ יצחק קריב-ירושלים-2#,10104-2-#,3,9933FF,Bus,20.829999923706055,9.050000190734863,0.4344695210456848,0.20825150987791063,10104,2,#
463,464,"(35.27917366648708, 31.78520099134927)",139940,5888,4,120,פארן/מעבר המתלה-ירושלים<->תלמוד תורה/דרך קדם-מעלה אדומים-1#,10120-1-#,3,,Bus,22.1200008392334,6.71999979019165,0.3037974536418915,0.22124723732958312,10120,1,#
