,OBJECTID,Shape,shape_id,route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_type_text,whole_route_length_km,jlm_route_length_km,percent_inside_jlm,Shape_Length,routeid,Direction,Alternative
173,174,"(35.216162730425, 31.788527700920305)",126398,23566,38,3,שער האשפות/מעלה השלום-ירושלים<->בנייני האומה/שדרות שז''ר-ירושלים-21,21003-2-1,3,,Bus,8.529999732971191,8.529999732971191,1.0,0.0852866383272493,21003,2,1
174,175,"(35.223868583242336, 31.763597507560274)",126404,31833,16,78,תחנה תפעולית/ביטוח לאומי-ירושלים<->רב החובל/אדם-ירושלים-20,21078-2-0,3,,Bus,12.149999618530273,12.149999618530273,1.0,0.12147529553274097,21078,2,0
175,176,"(35.22399280049831, 31.76286041266457)",126405,31834,16,78א,תחנה תפעולית/ביטוח לאומי-ירושלים<->מלון דיפלומט-ירושלים-21,21078-2-1,3,,Bus,12.800000190734863,12.800000190734863,1.0,0.1279813138767406,21078,2,1
176,177,"(35.22938697199097, 31.81374641046689)",126414,12434,3,70,ת. מרכזית ירושלים/יפו-ירושלים<->בסיס פיקוד מרכז/דוד אלעזר-ירושלים-1#,28070-1-#,3,,Bus,9.779999732971191,9.779999732971191,1.0,0.09779626930054462,28070,1,#
177,178,"(35.218433508614964, 31.77956640575897)",126421,30796,16,77,דרך דוד בנבנישתי-ירושלים<->מסוף אגד/בר כוכבא-ירושלים-20,31077-2-0,3,,Bus,12.59000015258789,12.59000015258789,1.0,0.1259325044650819,31077,2,0
178,179,"(35.220485399698184, 31.78187646974359)",126422,30797,16,77א,דרך דוד בנבנישתי-ירושלים<->מסוף אגד/בר כוכבא-ירושלים-21,31077-2-1,3,,Bus,13.869999885559082,13.869999885559082,1.0,0.13867213376236714,31077,2,1
179,180,"(35.19964511354349, 31.816070100142174)",126424,26258,3,63,מירסקי/מינץ-ירושלים<->מירסקי/מינץ-ירושלים-3#,48063-3-#,3,,Bus,9.220000267028809,9.119999885559082,0.9891539812088013,0.09224673842188523,48063,3,#
180,181,"(35.207701226617125, 31.769463677300955)",126428,12405,3,15,תחנה תפעולית/ביטוח לאומי-ירושלים<->האומן/ברעם-ירושלים-1#,59015-1-#,3,,Bus,8.25,8.25,1.0,0.08254653967371774,59015,1,#
181,182,"(35.203068671061175, 31.80774236907068)",126441,19160,3,816,מלכי ישראל/תחכמוני-ירושלים<->מינץ/מירסקי-ירושלים-2#,10816-2-#,3,FF9933,Bus,8.699999809265137,8.59000015258789,0.9873563647270203,0.08698715175003492,10816,2,#
182,183,"(35.21028716697492, 31.8014748586803)",126900,29447,3,57,המרפא-ירושלים<->חזון איש/הרב רפאל ברוך טולדנו-ירושלים-2ז,16057-2-ז,3,,Bus,16.34000015258789,16.34000015258789,1.0,0.163367749211781,16057,2,ז
183,184,"(35.20614658780066, 31.770831303122556)",126907,10399,3,17,מסוף הר הצופים/בנימין מזר-ירושלים<->דולצ'ין/בן פורת-ירושלים-2#,18017-2-#,3,,Bus,17.15999984741211,17.15999984741211,1.0,0.1716281698195698,18017,2,#
184,185,"(35.228360058418076, 31.80041704402617)",126911,12415,3,66,מסוף אגד/פסגת זאב מזרח-ירושלים<->קמפוס ספרא/מסוף הכניסה לאוניברסיטה-ירושלים-1א,22066-1-א,3,,Bus,17.059999465942383,17.059999465942383,1.0,0.1706173332082852,22066,1,א
185,186,"(35.215084458450576, 31.805012819985244)",127487,10443,3,56,חזון איש/מסוף רמת שלמה-ירושלים<->מסוף אגד/שטראוס-ירושלים-1#,16056-1-#,3,,Bus,9.399999618530273,9.399999618530273,1.0,0.09400086903354488,16056,1,#
186,187,"(35.21526891000977, 31.80454331874784)",127488,22123,3,56,חזון איש/מסוף רמת שלמה-ירושלים<->חזון איש/הרב רפאל ברוך טולדנו-ירושלים-3#,16056-3-#,3,,Bus,18.780000686645508,18.780000686645508,1.0,0.1877557558181077,16056,3,#
187,188,"(35.223813120856114, 31.808149579583073)",127489,29555,3,87,תחנת רכבת קלה גבעת המבתר-ירושלים<->תחנת רכבת קלה גבעת המבתר-ירושלים-3#,50087-3-#,3,,Bus,8.550000190734863,8.550000190734863,1.0,0.08546547805207012,50087,3,#
188,189,"(35.23357085874849, 31.824447316502)",127590,6049,38,780,דרוק/קהילות יעקב-ירושלים<->וינוגרד/זווין-ירושלים-2#,10780-2-#,3,FF9933,Bus,10.989999771118164,10.630000114440918,0.967242956161499,0.10989045677131852,10780,2,#
189,190,"(35.24188401934358, 31.820496731220178)",128098,10437,3,53,הרב פרדס/מאיר בלבן-ירושלים<->מסוף הר הצופים/מרטין בובר-ירושלים-2#,12053-2-#,3,,Bus,15.9399995803833,15.760000228881836,0.9887077212333679,0.15944342265755523,12053,2,#
190,191,"(35.24139818451412, 31.819543209170217)",128099,10438,3,53א,הרב פרדס/מאיר בלבן-ירושלים<->מסוף הר הצופים/מרטין בובר-ירושלים-2א,12053-2-א,3,,Bus,16.489999771118164,16.309999465942383,0.9890843033790588,0.16489789650313252,12053,2,א
191,192,"(35.21995230260507, 31.779709760974395)",128100,26419,3,19א,אצטדיון טדי/א''ס ביתר-ירושלים<->מסוף הר הצופים/מרטין בובר-ירושלים-15,15019-1-5,3,,Bus,10.260000228881836,10.260000228881836,1.0,0.10264280101286954,15019,1,5
192,193,"(35.21930583828016, 31.779579475803846)",128101,26420,3,19,אצטדיון טדי/א''ס ביתר-ירושלים<->מסוף הר הצופים/מרטין בובר-ירושלים-16,15019-1-6,3,,Bus,11.170000076293945,11.170000076293945,1.0,0.1117456621827471,15019,1,6
193,194,"(35.205640952136726, 31.773376526152845)",128102,26759,3,19א,דולצ'ין/קוליץ-ירושלים<->מסוף הר הצופים/מרטין בובר-ירושלים-17,15019-1-7,3,,Bus,14.550000190734863,14.550000190734863,1.0,0.14552784580395536,15019,1,7
194,195,"(35.20601626344151, 31.773655201427125)",128103,10803,3,19,דולצ'ין/קוליץ-ירושלים<->מסוף הר הצופים/מרטין בובר-ירושלים-1ד,15019-1-ד,3,,Bus,15.460000038146973,15.460000038146973,1.0,0.15463070697383308,15019,1,ד
195,196,"(35.2387372848651, 31.794539104190765)",128104,10429,3,48,תחנת רכבת קלה גבעת התחמושת-ירושלים<->תחנת רכבת קלה גבעת התחמושת-ירושלים-3#,15048-3-#,3,,Bus,7.380000114440918,7.380000114440918,1.0,0.07378964748566937,15048,3,#
196,197,"(35.23929452273957, 31.79542319037981)",128105,10430,3,48א,תחנת רכבת קלה גבעת התחמושת-ירושלים<->תחנת רכבת קלה גבעת התחמושת-ירושלים-3א,15048-3-א,3,,Bus,6.170000076293945,6.170000076293945,1.0,0.06171183226908862,15048,3,א
197,198,"(35.23462984968473, 31.800344728815823)",128214,29759,49,207,מסוף דרך שכם-ירושלים<->מסוף שער שכם/ענטר בן שדאד-ירושלים-3#,11207-3-#,3,,Bus,10.770000457763672,10.770000457763672,1.0,0.10770261355577333,11207,3,#
198,199,"(35.23453587211201, 31.800162246940165)",128215,29760,49,207,מסוף שועפאט-ירושלים<->מסוף שועפאט-ירושלים-31,11207-3-1,3,,Bus,10.829999923706055,10.829999923706055,1.0,0.10831371635660964,11207,3,1
199,200,"(35.23054933528976, 31.82318855273599)",128478,26392,42,273,מעבר קלנדיה-ירושלים<->מעבר קלנדיה/הורדה-ירושלים-31,13273-3-1,3,,Bus,21.989999771118164,18.75,0.8526602983474731,0.21986637414868168,13273,3,1
200,201,"(35.17039700368296, 31.738136094385403)",128502,10580,18,244,מעגלי הרי''ם לוין/האדמורים מגור-ירושלים<->קדושת לוי/אוהל שרה-ביתר עילית-2#,12244-2-#,3,,Bus,26.290000915527344,14.0600004196167,0.534804105758667,0.262910725635351,12244,2,#
201,202,"(35.20660884177241, 31.794523207525923)",128537,19159,3,904,בי''ס בית יעקב/עזרת תורה-ירושלים<->אהל יהושע/שמגר-ירושלים-2#,10904-2-#,3,FF9933,Bus,4.730000019073486,4.730000019073486,1.0,0.04730790063698995,10904,2,#
202,203,"(35.2130288657894, 31.794698763375976)",129442,5867,3,98,ירמיהו/הצבי-ירושלים<->זקס/שמואל הנביא-ירושלים-2ב,15098-2-ב,3,FF9933,Bus,4.71999979019165,4.71999979019165,1.0,0.04720273816428424,15098,2,ב
203,204,"(35.24132285163504, 31.789396140203138)",129446,21642,3,84,תחנת רכבת קלה גבעת התחמושת-ירושלים<->תחנת רכבת קלה גבעת התחמושת-ירושלים-3#,54084-3-#,3,,Bus,7.800000190734863,7.800000190734863,1.0,0.07795869331856259,54084,3,#
204,205,"(35.213516683728656, 31.76623528560439)",129470,10177,3,13,האומן/ברעם-ירושלים<->ככר השבת/ישעיהו-ירושלים-1#,18013-1-#,3,,Bus,9.09000015258789,9.09000015258789,1.0,0.0908583555003884,18013,1,#
205,206,"(35.213248026110506, 31.76553412793995)",129471,10178,3,13,שטראוס/פראג-ירושלים<->האומן/ברעם-ירושלים-2#,18013-2-#,3,,Bus,7.440000057220459,7.440000057220459,1.0,0.07438576567900904,18013,2,#
206,207,"(35.2412724126288, 31.80407507912855)",129497,15115,44,254,דרך ענתות-מטה בנימין<->מסוף שער שכם/ענטר בן שדאד-ירושלים-2#,10254-2-#,3,,Bus,8.180000305175781,6.760000228881836,0.8264058828353882,0.08182729650131516,10254,2,#
207,208,"(35.23856591325886, 31.795292759538132)",129638,15145,49,201,מסוף דרך שכם-ירושלים<->עיסאוויה כניסה מזרחית-ירושלים-1#,18201-1-#,3,,Bus,6.369999885559082,6.369999885559082,1.0,0.0636909390590982,18201,1,#
208,209,"(35.21353181303558, 31.795055479447516)",129913,5866,3,98,שמואל הנביא/זקס-ירושלים<->ירמיהו/שמגר-ירושלים-1ד,15098-1-ד,3,FF9933,Bus,3.9800000190734863,3.9800000190734863,1.0,0.03984384551265313,15098,1,ד
209,210,"(35.235431020249514, 31.753328967814443)",130052,15126,51,204,מסוף הנביאים-ירושלים<->מונטאר-ירושלים-1#,13204-1-#,3,,Bus,9.600000381469727,8.609999656677246,0.8968749046325684,0.0959552272008226,13204,1,#
210,211,"(35.201877944649475, 31.79473333371183)",130116,31819,16,823,חזון איש/מסוף רמת שלמה-ירושלים<->בית וגן/עוזיאל-ירושלים-10,11823-1-0,3,FF9933,Bus,13.8100004196167,13.8100004196167,1.0,0.13812750859918455,11823,1,0
211,212,"(35.19373677853853, 31.78269172466286)",130118,31825,16,844,הפסגה/שד' הרצל-ירושלים<->שדרות גולדה מאיר/יצחק מירסקי-ירושלים-10,11844-1-0,3,FF9933,Bus,13.710000038146973,13.710000038146973,1.0,0.13706618262443646,11844,1,0
212,213,"(35.229059406730485, 31.822255055431683)",130127,26391,42,274,מעבר קלנדיה-ירושלים<->מעבר קלנדיה/הורדה-ירושלים-31,11274-3-1,3,,Bus,21.049999237060547,17.81999969482422,0.8465558290481567,0.2105406527003155,11274,3,1
213,214,"(35.21352855803657, 31.806129347069685)",130160,31824,16,825,הפסגה/שד' הרצל-ירושלים<->וינוגרד/זווין-ירושלים-20,11825-2-0,3,FF9933,Bus,20.979999542236328,20.6200008392334,0.9828408360481262,0.20978716577270187,11825,2,0
214,215,"(35.226324625106315, 31.773452968416187)",130442,29619,16,38,הרובע היהודי/חב''ד-ירושלים<->הרובע היהודי/חב''ד-ירושלים-30,20038-3-0,3,,Bus,5.519999980926514,5.519999980926514,1.0,0.05524765932852755,20038,3,0
215,216,"(35.2014447419047, 31.770036993635486)",130650,20298,16,517,מסוף הר הצופים/בנימין מזר-ירושלים<->דולצ'ין/קוליץ-ירושלים-20,11517-2-0,3,,Bus,15.229999542236328,15.229999542236328,1.0,0.15231213799958018,11517,2,0
216,217,"(35.188779698271205, 31.822849866277757)",130807,10632,4,130,ביטוח לאומי-ירושלים<->מחנה עופר-מטה בנימין-1#,10130-1-#,3,,Bus,14.640000343322754,7.659999847412109,0.5232239961624146,0.1463836839707163,10130,1,#
217,218,"(35.17550359346598, 31.83763541111005)",130819,10889,4,135,ביטוח לאומי-ירושלים<->מזכירות בית חורון/דרך יהודה המכבי-בית חורון-1#,11135-1-#,3,,Bus,22.540000915527344,7.659999847412109,0.33984026312828064,0.22537524303594447,11135,1,#
218,219,"(35.23090416697405, 31.823177843220893)",131519,26641,42,218א,מסוף דרך שכם-ירושלים<->מעבר קלנדיה/הורדה-ירושלים-13,13218-1-3,3,,Bus,10.170000076293945,8.59000015258789,0.8446410894393921,0.10172736490597831,13218,1,3
219,220,"(35.23096519613121, 31.82289423228989)",131520,26451,42,218א,מעבר קלנדיה-ירושלים<->מסוף שער שכם/ענטר בן שדאד-ירושלים-22,13218-2-2,3,,Bus,10.520000457763672,8.869999885559082,0.8431558609008789,0.10521696710871487,13218,2,2
220,221,"(35.20224785406081, 31.770276002125065)",131521,20297,16,517,דולצ'ין/קוליץ-ירושלים<->מסוף הר הצופים/מרטין בובר-ירושלים-10,11517-1-0,3,,Bus,15.510000228881836,15.510000228881836,1.0,0.1551111729272055,11517,1,0
221,222,"(35.22754760751511, 31.80951308304836)",131526,5526,38,25,תחנה תפעולית/ביטוח לאומי-ירושלים<->מסוף אגד/הרב פרדס-ירושלים-1#,12025-1-#,3,,Bus,13.6899995803833,13.350000381469727,0.9751644134521484,0.1368841824153239,12025,1,#
222,223,"(35.2314457182054, 31.81609086283117)",131527,5527,38,25א,תחנה תפעולית/ביטוח לאומי-ירושלים<->הרב אברהם רביץ/מזל טלה-ירושלים-1ך,12025-1-ך,3,,Bus,17.809999465942383,16.969999313354492,0.9528355002403259,0.17813370852701116,12025,1,ך
223,224,"(35.23060208204449, 31.81325566378696)",131528,5528,38,25,הרב פרדס/מאיר בלבן-ירושלים<->בנייני האומה/הנשיא השישי-ירושלים-2#,12025-2-#,3,,Bus,11.6899995803833,11.510000228881836,0.9846022725105286,0.11692300917517597,12025,2,#
224,225,"(35.23387163168235, 31.82039067550743)",131529,5530,38,25,הרב אברהם רביץ/מזל טלה-ירושלים<->בנייני האומה/הנשיא השישי-ירושלים-2ב,12025-2-ב,3,,Bus,15.890000343322754,15.050000190734863,0.9471365809440613,0.15889485761961678,12025,2,ב
225,226,"(35.231930514947095, 31.816400998444276)",131532,5652,38,45,הרב אברהם רביץ/מזל טלה-ירושלים<->בנייני האומה/הנשיא השישי-ירושלים-2#,13045-2-#,3,,Bus,13.039999961853027,13.039999961853027,1.0,0.13036375916129953,13045,2,#
226,227,"(35.24185822036114, 31.82118208990335)",131538,10435,3,53,מסוף הר הצופים/בנימין מזר-ירושלים<->מסוף אגד/הרב פרדס-ירושלים-1#,12053-1-#,3,,Bus,15.569999694824219,15.229999542236328,0.9781631231307983,0.15571665880971408,12053,1,#
227,228,"(35.269446473516034, 31.78498168955596)",131599,11577,4,126,דרך צמח השדה/העירית-מעלה אדומים<->מרכז מסחרי/פארן-ירושלים-2#,14126-2-#,3,,Bus,16.309999465942383,6.489999771118164,0.39791539311408997,0.16312642619974727,14126,2,#
228,229,"(35.19911395188437, 31.793034165655666)",132001,26218,3,752,מסוף הר נוף/כנפי נשרים-ירושלים<->שפע חיים/שדרות גולדה מאיר-ירושלים-19,10752-1-9,3,FF9933,Bus,5.519999980926514,5.519999980926514,1.0,0.055182195505645966,10752,1,9
229,230,"(35.19481548089916, 31.794972130098696)",132004,6057,3,784,דרוק/קהילות יעקב-ירושלים<->קצנלבוגן/הפלאה-ירושלים-2#,10784-2-#,3,FF9933,Bus,13.84000015258789,13.84000015258789,1.0,0.13836188826756232,10784,2,#
230,231,"(35.2023419525981, 31.814289194535625)",132007,6068,38,792,שיבת ציון/טללים-ירושלים<->אגרות משה/חזון איש-ירושלים-1#,10792-1-#,3,FF9933,Bus,11.890000343322754,11.729999542236328,0.9865432381629944,0.11893736039732876,10792,1,#
231,232,"(35.20284531446036, 31.814294465923144)",132008,6069,38,792,אגרות משה/חזון איש-ירושלים<->יגאל אלון/שדרות גולדה מאיר-ירושלים-2#,10792-2-#,3,FF9933,Bus,13.289999961853027,13.119999885559082,0.9872084259986877,0.13291754092729569,10792,2,#
232,233,"(35.192975809041876, 31.791341916147303)",132011,19155,3,902,בי''ס בית יעקב/עזרת תורה-ירושלים<->רוזנטל-ירושלים-2#,10902-2-#,3,FF9933,Bus,8.359999656677246,8.359999656677246,1.0,0.0836084547331361,10902,2,#
233,234,"(35.23843492381711, 31.82706034318524)",132016,6064,38,790,הרב ש''י זווין/הרב וינוגרד-ירושלים<->אגרות משה/חזון איש-ירושלים-1#,11790-1-#,3,FF9933,Bus,9.460000038146973,9.0600004196167,0.9577167630195618,0.09462628176772853,11790,1,#
234,235,"(35.187762856657415, 31.789227230951063)",132020,19167,3,972,ברנדייס-ירושלים<->רוזנטל-ירושלים-2#,11972-2-#,3,FF9933,Bus,6.25,6.25,1.0,0.06254860668081692,11972,2,#
235,236,"(35.19569870533298, 31.762479285194924)",132052,5881,3,106,ת. מרכזית ירושלים/יפו-ירושלים<->דולצ'ין/בן פורת-ירושלים-1#,10106-1-#,3,9933FF,Bus,21.299999237060547,21.299999237060547,1.0,0.2129721821861509,10106,1,#
236,237,"(35.221553877762965, 31.749576825118012)",132053,5884,3,107,ת. מרכזית ירושלים/יפו-ירושלים<->משטרה/שמואל מאיר-ירושלים-2#,10107-2-#,3,9933FF,Bus,23.40999984741211,23.40999984741211,1.0,0.2340542080413716,10107,2,#
237,238,"(35.19605365637106, 31.752329516457593)",132054,10230,3,12,כניסה ראשית/הדסה עין כרם-ירושלים<->רב החובל/אדם-ירושלים-2#,19012-2-#,3,,Bus,22.020000457763672,22.020000457763672,1.0,0.22018730104651038,19012,2,#
238,239,"(35.24309896844187, 31.791774586272435)",132286,20563,4,170,מסוף הר נוף/כנפי נשרים-ירושלים<->תלמוד תורה/דרך קדם-מעלה אדומים-1#,24170-1-#,3,FF9933,Bus,19.700000762939453,12.100000381469727,0.6142131686210632,0.1970266044928669,24170,1,#
239,240,"(35.16455288226529, 31.733269997975157)",132375,10569,18,225,האדמו''ר מרוז'ין/רבי עקיבא-ביתר עילית<->כפר שאול/קצנלבוגן-ירושלים-1#,11225-1-#,3,,Bus,28.979999542236328,15.680000305175781,0.5410628318786621,0.289758509054445,11225,1,#
240,241,"(35.22713063707226, 31.84256745277358)",133085,15974,42,272,דרך בית חנינא/דג'אני-ירושלים<->דרך בית חנינא/דג'אני-ירושלים-3#,13272-3-#,3,,Bus,5.099999904632568,4.159999847412109,0.8156862854957581,0.05101976657245159,13272,3,#
241,242,"(35.198130815208465, 31.80749478755106)",133255,33266,16,62,מירסקי/מינץ-ירושלים<->מסוף אגד/מירסקי-ירושלים-30,30062-3-0,3,,Bus,19.809999465942383,19.530000686645508,0.9858657717704773,0.19806584838454977,30062,3,0
242,243,"(35.19767901395876, 31.806477559127643)",133388,33265,16,62א,מירסקי/מינץ-ירושלים<->משרד החוץ/שד' רבין-ירושלים-10,30062-1-0,3,,Bus,9.020000457763672,8.850000381469727,0.9811530113220215,0.09017898380732944,30062,1,0
243,244,"(35.14876436308805, 31.789488494540553)",133537,10652,4,153,שמעון סוויסה/חצב-מבשרת ציון<->כניסה ראשית/הדסה עין כרם-ירושלים-2#,11153-2-#,3,,Bus,18.06999969482422,7.300000190734863,0.40398451685905457,0.1806947112028075,11153,2,#
244,245,"(35.151574177973345, 31.801525080217846)",133577,26351,34,289,תחנה תפעולית חניון 4/9-ירושלים<->מרכז לגיל הרך/הרב א.גורדון-קרית יערים-10,15289-1-0,3,,Bus,20.700000762939453,9.149999618530273,0.4420289397239685,0.20695421991574875,15289,1,0
245,246,"(35.14809652785749, 31.79986266437052)",133579,26352,34,289,מרכז לגיל הרך/הרב א.גורדון-קרית יערים<->צומת רמות/גולדה-ירושלים-20,15289-2-0,3,,Bus,21.190000534057617,8.899999618530273,0.42000940442085266,0.2119083535252201,15289,2,0
246,247,"(35.16504635740912, 31.763344224351904)",133625,10203,3,27,כניסה ראשית/הדסה עין כרם-ירושלים<->תחנת רכבת קלה הר הרצל-ירושלים-1#,13027-1-#,3,,Bus,5.119999885559082,5.119999885559082,1.0,0.05119720726715675,13027,1,#
247,248,"(35.165342818355924, 31.76354974366927)",133628,10205,3,27,תחנת רכבת קלה הר הרצל-ירושלים<->כניסה ראשית/הדסה עין כרם-ירושלים-2#,13027-2-#,3,,Bus,4.960000038146973,4.960000038146973,1.0,0.04962503212670545,13027,2,#
248,249,"(35.16548478910736, 31.763572952806104)",133631,10207,3,27,כניסה ראשית/הדסה עין כרם-ירושלים<->כניסה ראשית/הדסה עין כרם-ירושלים-3#,13027-3-#,3,,Bus,10.270000457763672,10.270000457763672,1.0,0.10267974745417774,13027,3,#
249,250,"(35.17232713936067, 31.763724155222086)",133634,10186,3,23,תחנת רכבת קלה הר הרצל-ירושלים<->בית ספר פולינסקי/ד''ר רינגלבלום-ירושלים-1#,14023-1-#,3,,Bus,5.579999923706055,5.579999923706055,1.0,0.05578807387410654,14023,1,#
250,251,"(35.20635229548444, 31.756876017989924)",133727,5874,3,102,ת. מרכזית ירושלים/יפו-ירושלים<->מסוף גילה/המרגלית-ירושלים-2#,10102-2-#,3,9933FF,Bus,16.65999984741211,16.65999984741211,1.0,0.16664831565842206,10102,2,#
251,252,"(35.18890946553871, 31.78828958719547)",133732,16015,3,812,כפר שאול/קצנלבוגן-ירושלים<->מלכי ישראל/תחכמוני-ירושלים-1ה,10812-1-ה,3,FF9933,Bus,6.360000133514404,6.360000133514404,1.0,0.0635929441191176,10812,1,ה
252,253,"(35.22510548947234, 31.81386960276539)",133738,10213,38,69,מסוף הר נוף/כנפי נשרים-ירושלים<->וינוגרד/זווין-ירושלים-1#,12069-1-#,3,,Bus,14.420000076293945,14.0600004196167,0.9750347137451172,0.1442217729479685,12069,1,#
253,254,"(35.19779459383046, 31.79416746654242)",133744,10440,3,54,הר המנוחות/גבעת שאול-ירושלים<->מסוף אגד/הר חוצבים-ירושלים-2#,13054-2-#,3,,Bus,9.850000381469727,9.850000381469727,1.0,0.09849543808896476,13054,2,#
254,255,"(35.21823218280023, 31.790417318507274)",133749,10490,3,51,ברנדייס-ירושלים<->מעלה הזיתים-ירושלים-1#,14051-1-#,3,,Bus,9.75,9.75,1.0,0.09748372367955113,14051,1,#
255,256,"(35.208403530361934, 31.73046051730553)",133759,12401,3,4,מרינוב/גלרנטר-ירושלים<->מסוף גילה/המרגלית-ירושלים-2#,70004-2-#,3,,Bus,11.210000038146973,11.210000038146973,1.0,0.11210832606742,70004,2,#
256,257,"(35.17716986454384, 31.83994104720545)",133893,15978,4,137,חניון הרטום-ירושלים<->מרכז מסחרי/אגן האיילות-גבעת זאב-1#,12137-1-#,3,,Bus,15.489999771118164,4.269999980926514,0.2756617069244385,0.154927266535135,12137,1,#
257,258,"(35.117796944796, 31.74517068571376)",133930,15446,18,184,בנייני האומה/הנשיא השישי-ירושלים<->הזית ב-מטע-10,12184-1-0,3,,Bus,40.95000076293945,12.399999618530273,0.3028082847595215,0.4094768666818974,12184,1,0
258,259,"(35.262033746734325, 31.840044874220833)",134234,6113,4,142,מסוף שער בנימין/איסוף-מטה בנימין<->תחנת רכבת קלה גבעת התחמושת-ירושלים-2#,11142-2-#,3,,Bus,20.90999984741211,6.340000152587891,0.303204208612442,0.20913167037509492,11142,2,#
259,260,"(35.246528245392966, 31.855668163314853)",134241,28036,4,148,פסגות מרכז-פסגות<->תחנת רכבת קלה גבעת התחמושת-ירושלים-2#,15148-2-#,3,,Bus,21.530000686645508,6.340000152587891,0.2944728136062622,0.2152847550683277,15148,2,#
260,261,"(35.18229869674193, 31.799950773807254)",134370,10649,4,152,מסוף הר הצופים/בנימין מזר-ירושלים<->שורק/שיקמה-מבשרת ציון-1#,11152-1-#,3,,Bus,20.329999923706055,10.949999809265137,0.5386129021644592,0.20333036454500075,11152,1,#
261,262,"(35.19487105824134, 31.80099534729876)",134371,10650,4,152,שדרות החוצבים/מצפה הבירה-מבשרת ציון<->מסוף הר הצופים/מרטין בובר-ירושלים-2#,11152-2-#,3,,Bus,15.239999771118164,10.869999885559082,0.7132545709609985,0.15240858654757086,11152,2,#
262,263,"(35.16630065957772, 31.729412903306816)",134474,10585,18,291,דרך הרמז/סדיגורא-ביתר עילית<->הרטום/שדרות גולדה מאיר-ירושלים-1#,12291-1-#,3,,Bus,24.530000686645508,11.619999885559082,0.4737056493759155,0.24528028556575457,12291,1,#
263,264,"(35.16602766469205, 31.72959631763482)",134475,10586,18,291,חניון הרטום-ירושלים<->דרך הרמ''ז/מפעל הש''ס-ביתר עילית-2#,12291-2-#,3,,Bus,24.75,11.729999542236328,0.4739393889904022,0.24754990789691933,12291,2,#
264,265,"(35.20661498823023, 31.754080586316135)",134480,5873,3,102,מסוף גילה/המרגלית-ירושלים<->ת. מרכזית ירושלים/יפו-ירושלים-1#,10102-1-#,3,9933FF,Bus,15.8100004196167,15.8100004196167,1.0,0.1581151893216872,10102,1,#
265,266,"(35.18139726103703, 31.749621375517386)",134492,10806,3,19,מסוף גילה/המרגלית-ירושלים<->כניסה ראשית/הדסה עין כרם-ירושלים-2ב,15019-2-ב,3,,Bus,12.170000076293945,12.170000076293945,1.0,0.12169666727607416,15019,2,ב
266,267,"(35.20947858876581, 31.75396298145585)",134499,12419,3,30,מסוף הר הצופים/בנימין מזר-ירושלים<->מסוף גילה/המרגלית-ירושלים-1#,30030-1-#,3,,Bus,20.959999084472656,20.959999084472656,1.0,0.2096429332797569,30030,1,#
267,268,"(35.17572906057856, 31.736595482233408)",134559,16362,18,292,מעזריטש/ מהרי''ץ-ביתר עילית<->הרטום/שדרות גולדה מאיר-ירושלים-12,12292-1-2,3,,Bus,20.600000381469727,11.619999885559082,0.5640776753425598,0.20596481414243242,12292,1,2
268,269,"(35.164941950852494, 31.73114964563734)",134564,10589,18,293,הרב שך/קדושת לוי-ביתר עילית<->הרטום/שדרות גולדה מאיר-ירושלים-1#,12293-1-#,3,,Bus,24.15999984741211,11.619999885559082,0.48096024990081787,0.2415938890046224,12293,1,#
269,270,"(35.16459427428195, 31.731320045549474)",134568,10590,18,293,חניון הרטום-ירושלים<->קדושת לוי / הרב שך-ביתר עילית-2#,12293-2-#,3,,Bus,24.40999984741211,11.720000267028809,0.4801311194896698,0.24410253091814224,12293,2,#
270,271,"(35.17936945553609, 31.738661366930522)",134571,16365,18,294,חיי יצחק/הרב בנדר-ביתר עילית<->הרטום/שדרות גולדה מאיר-ירושלים-11,12294-1-1,3,,Bus,19.450000762939453,11.619999885559082,0.5974292755126953,0.1945181945576658,12294,1,1
271,272,"(35.21824494213237, 31.77960273785609)",134596,30794,16,77,מסוף אגד/בר כוכבא-ירושלים<->מסוף אגד/בנבנישתי-ירושלים-10,31077-1-0,3,,Bus,12.65999984741211,12.65999984741211,1.0,0.12655327962988405,31077,1,0
272,273,"(35.220260946232095, 31.7818257533428)",134597,30795,16,77א,מסוף אגד/בר כוכבא-ירושלים<->מסוף אגד/בנבנישתי-ירושלים-11,31077-1-1,3,,Bus,13.899999618530273,13.899999618530273,1.0,0.13898389232760536,31077,1,1
273,274,"(35.16720175466251, 31.75782606552933)",135054,15744,18,237,האתרוג/קרלין-גבעת זאב<->הר''ן/קדושת לוי-ביתר עילית-2#,12237-2-#,3,,Bus,35.040000915527344,14.270000457763672,0.407248854637146,0.35039553758001146,12237,2,#
274,275,"(35.23049455438562, 31.74854124895706)",135179,16277,3,88,אליהו חכים/מאיר פיינשטיין-ירושלים<->אליהו חכים/מאיר פיינשטיין-ירושלים-3#,34088-3-#,3,,Bus,11.8100004196167,11.8100004196167,1.0,0.11814667883576986,34088,3,#
275,276,"(35.21533872037311, 31.798277114992448)",135275,16183,3,800,מעגלי הרי''ם לוין/מבוא פתיה-ירושלים<->שמגר/ירמיהו-ירושלים-1#,10800-1-#,3,FF9933,Bus,3.380000114440918,3.380000114440918,1.0,0.033842703307125376,10800,1,#
